Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response
1946,3,0,1.213981312757935,-0.8252176496158388,-0.9298943792539408,-0.9016917562312668,1006,22,115,59,68,45,1,7,6,12,-0.9548306823204462,-0.2801402771248674,-0.2838301877786303,3.569640218333433,3.815174380753199,-0.1165103456070925,-0.0972816652688282,2.3888463379521307
1980,0,2,-0.4131238401398278,1.032558767609768,0.9069340242106336,0.0652930595475662,53,5,19,2,13,4,3,3,0,3,1.1060873446575838,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1946,0,1,-0.5756356856917655,-0.8252176496158388,-0.9298943792539408,-1.00529727220757,84,5,38,150,12,28,2,4,1,6,0.6939037392619779,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1949,2,2,0.9833257471273732,-0.8252176496158388,0.9069340242106336,1.446699939231613,1012,80,498,0,16,176,2,11,4,9,-0.1304634715292342,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,3.815174380753199,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1985,4,0,-0.7325053106890882,1.032558767609768,-0.9298943792539408,1.2740240792711075,4,17,19,30,24,39,2,2,1,3,0.2817201338663718,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1982,0,2,-0.6042441279405173,-0.8252176496158388,-0.9298943792539408,-0.2800586603734455,86,2,73,69,38,48,1,4,2,5,1.1060873446575838,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1979,0,2,-1.9787605761503413,1.032558767609768,-0.9298943792539408,-0.2455234883813443,1,1,1725,1,1,1,15,0,28,0,-1.7791978931116583,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1949,3,2,0.2526979192523043,-0.8252176496158388,0.9069340242106336,0.4797151234527804,867,0,86,0,0,19,3,2,3,9,1.1060873446575838,-0.2801402771248674,3.523233408773057,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1954,3,2,0.5195908450646187,-0.8252176496158388,0.9069340242106336,-1.696000712049594,384,0,102,21,32,5,3,6,2,9,-0.5426470769248403,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1951,0,1,-0.4592549532659402,-0.8252176496158388,0.9069340242106336,0.6869261554053875,270,3,27,39,6,99,7,7,1,5,1.1060873446575838,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1969,0,0,-1.3373751945123518,-0.8252176496158388,-0.9298943792539408,1.3776295952474111,6,4,25,15,12,13,2,2,1,3,0.6939037392619779,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1976,0,2,0.0441741624169573,1.032558767609768,0.9069340242106336,-1.557860024081189,173,4,30,3,6,41,4,5,1,4,0.6939037392619779,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1986,0,0,2.1402229166609162e-17,1.032558767609768,-0.9298943792539408,-1.0398324441996714,5,1,3,3,263,362,0,27,0,0,-1.7791978931116583,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1989,0,2,-0.5517953171511388,1.032558767609768,-0.9298943792539408,-0.7980862402549632,36,2,42,20,21,10,2,2,1,4,-0.9548306823204462,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1965,3,2,1.2862176294360337,-0.8252176496158388,-0.9298943792539408,1.6193757991921194,684,100,801,21,66,0,1,6,9,10,-1.3670142877160525,-0.2801402771248674,-0.2838301877786303,3.569640218333433,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1989,2,3,-1.639750535502632,-0.8252176496158388,-0.9298943792539408,-0.5218048643181538,8,4,10,2,2,4,2,3,0,3,-0.1304634715292342,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1963,2,1,-0.5414644907835341,-0.8252176496158388,-0.9298943792539408,0.2379689195080722,112,17,44,34,22,89,1,2,5,3,-0.9548306823204462,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1970,0,1,-0.4648574398729875,-0.8252176496158388,0.9069340242106336,-0.6254103802944573,110,0,5,2,0,3,2,2,1,4,-0.1304634715292342,-0.2801402771248674,3.523233408773057,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1952,3,3,-0.2239902497175237,-0.8252176496158388,2.7437624276752075,-1.4197193361127844,96,12,96,33,22,43,6,4,1,6,0.2817201338663718,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,2.3888463379521307
1946,2,2,0.6520240923077993,-0.8252176496158388,-0.9298943792539408,-1.557860024081189,482,34,471,119,68,22,1,3,5,9,0.6939037392619779,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1951,2,0,-0.113569609426855,1.032558767609768,0.9069340242106336,0.203433747515971,40,0,19,2,1,3,1,2,0,3,0.6939037392619779,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1970,3,2,0.6002110246795043,-0.8252176496158388,0.9069340242106336,-0.4181993483418502,702,17,151,0,8,35,5,5,6,12,-1.3670142877160525,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1976,4,2,-1.1335797774375624,1.032558767609768,-0.9298943792539408,0.9286723593500956,6,3,14,15,7,36,3,3,1,2,0.6939037392619779,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1973,0,4,-0.3901178844981232,-0.8252176496158388,0.9069340242106336,1.7229813151684228,55,0,6,2,0,4,2,1,1,3,-0.1304634715292342,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1943,3,3,-0.1310922803042156,-0.8252176496158388,-0.9298943792539408,0.1343634035317686,437,8,206,160,49,42,2,7,10,5,0.2817201338663718,3.569640218333433,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,2.3888463379521307
1980,0,2,1.1031633329915893,-0.8252176496158388,0.9069340242106336,-1.5923951960732905,421,76,536,82,178,102,2,8,6,5,-0.5426470769248403,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1985,2,2,-1.2590993178039611,1.032558767609768,-0.9298943792539408,1.34309442325531,13,1,29,3,0,7,2,2,0,3,1.1060873446575838,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1957,0,1,-1.202081103044296,-0.8252176496158388,0.9069340242106336,-1.557860024081189,9,0,6,3,1,3,1,0,0,3,-0.1304634715292342,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1959,3,0,2.1402229166609162e-17,-0.8252176496158388,-0.9298943792539408,1.0668130473185005,81,11,50,3,2,39,1,1,3,4,-1.3670142877160525,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1975,2,2,-1.7779849390906983,1.032558767609768,-0.9298943792539408,-1.0398324441996714,3,1,10,3,2,12,3,2,0,3,-0.1304634715292342,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1976,0,0,1.1003819566618496,-0.8252176496158388,-0.9298943792539408,0.790531671381691,123,164,266,227,30,174,1,2,4,9,-1.7791978931116583,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1996,4,2,-1.7779849390906983,-0.8252176496158388,-0.9298943792539408,-0.8671565842391655,3,18,14,15,22,50,3,3,1,3,1.51827095005319,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,2.3888463379521307
1968,0,1,-0.4179713817430885,1.032558767609768,-0.9298943792539408,1.4812351112237143,13,6,15,3,5,13,1,2,0,2,1.930454555448796,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1951,0,0,2.1402229166609162e-17,2.890335184835375,0.9069340242106336,1.6193757991921194,48,5,48,6,10,7,3,2,1,4,0.2817201338663718,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1954,3,2,0.806708350188898,1.032558767609768,0.9069340242106336,-0.3491290043576479,826,50,317,50,38,38,9,5,2,12,1.1060873446575838,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1957,0,4,0.5260277445705879,-0.8252176496158388,0.9069340242106336,-0.6944807242786596,245,19,125,37,67,14,1,4,2,10,-1.3670142877160525,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1964,2,2,1.0686742665028162,-0.8252176496158388,-0.9298943792539408,-1.6269303680653917,650,37,780,27,167,32,1,6,9,13,-0.9548306823204462,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1977,0,0,-0.653911562400156,1.032558767609768,-0.9298943792539408,0.1688985755238698,12,6,20,30,1,3,2,2,0,3,0.6939037392619779,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1977,0,3,1.205319312188174,-0.8252176496158388,-0.9298943792539408,0.1688985755238698,510,120,550,156,40,241,1,4,9,7,-1.7791978931116583,3.569640218333433,-0.2838301877786303,-0.2801402771248674,3.815174380753199,-0.1165103456070925,-0.0972816652688282,2.3888463379521307
1978,0,2,0.5612717560631475,1.032558767609768,0.9069340242106336,0.2725040915001733,328,9,124,12,24,109,7,4,2,10,-0.9548306823204462,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1955,2,1,1.1974519905697674,-0.8252176496158388,-0.9298943792539408,0.203433747515971,984,51,432,180,120,190,1,3,10,13,-1.7791978931116583,-0.2801402771248674,-0.2838301877786303,3.569640218333433,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,2.3888463379521307
1966,0,3,0.7167904268431681,-0.8252176496158388,-0.9298943792539408,-0.6599455522865585,295,35,482,121,120,40,1,5,5,10,-0.9548306823204462,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,2.3888463379521307
1988,0,0,-0.9659025187018222,1.032558767609768,-0.9298943792539408,-0.6254103802944573,13,0,8,2,1,5,1,1,0,4,-0.9548306823204462,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1982,0,0,2.1402229166609162e-17,1.032558767609768,-0.9298943792539408,0.2725040915001733,11,3,22,2,2,6,2,2,0,3,0.2817201338663718,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1968,3,2,0.1472837563551672,-0.8252176496158388,0.9069340242106336,0.4797151234527804,447,0,28,0,0,43,3,8,2,6,0.6939037392619779,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1982,2,0,0.9349297989899013,-0.8252176496158388,-0.9298943792539408,-1.2815786481443796,712,26,538,69,13,80,1,3,6,11,-1.7791978931116583,-0.2801402771248674,3.523233408773057,3.569640218333433,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,2.3888463379521307
1975,0,1,0.5723972613821066,1.032558767609768,0.9069340242106336,-1.0743676161917726,452,18,102,16,18,6,4,4,2,12,-0.9548306823204462,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1952,0,0,0.3804822946300626,-0.8252176496158388,0.9069340242106336,-0.7980862402549632,523,7,134,37,14,169,4,8,2,10,0.6939037392619779,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1951,3,4,0.6132040255341457,-0.8252176496158388,0.9069340242106336,-1.4197193361127844,546,0,48,0,6,6,1,7,3,8,-0.1304634715292342,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1948,0,1,0.7318495929713306,-0.8252176496158388,-0.9298943792539408,-0.6944807242786596,398,40,367,119,122,30,1,7,4,4,-0.5426470769248403,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1971,0,2,-1.0539926804594373,1.032558767609768,-0.9298943792539408,0.8941371873579945,1,3,6,3,6,15,1,1,1,2,0.6939037392619779,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,2.3888463379521307
1967,0,1,-0.7856693325346854,1.032558767609768,0.9069340242106336,-1.696000712049594,10,0,1,0,0,0,1,1,0,2,0.6939037392619779,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1979,4,0,1.4283062259381678,-0.8252176496158388,0.9069340242106336,-1.0398324441996714,688,14,309,201,24,38,1,11,10,10,-0.1304634715292342,3.569640218333433,-0.2838301877786303,-0.2801402771248674,3.815174380753199,-0.1165103456070925,-0.0972816652688282,2.3888463379521307
1958,0,1,0.6694672952900244,-0.8252176496158388,0.9069340242106336,-1.557860024081189,247,49,159,7,82,109,1,5,2,10,-0.5426470769248403,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1970,0,1,0.8982553653849039,1.032558767609768,2.7437624276752075,1.4121647672395123,856,59,487,58,29,73,7,2,5,5,-0.1304634715292342,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1954,2,2,0.5858273356599929,-0.8252176496158388,-0.9298943792539408,-1.6614655400574927,496,36,460,189,60,12,3,4,8,6,-0.9548306823204462,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1973,4,2,2.1402229166609162e-17,1.032558767609768,-0.9298943792539408,-0.8326214122470643,25,3,43,17,4,17,3,3,0,3,1.1060873446575838,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1959,0,2,0.5079487984272795,-0.8252176496158388,0.9069340242106336,-0.6944807242786596,258,107,291,84,37,86,4,10,3,13,0.6939037392619779,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1975,3,2,0.3331194291293512,1.032558767609768,0.9069340242106336,1.34309442325531,565,6,65,0,6,19,5,9,2,8,0.6939037392619779,-0.2801402771248674,3.523233408773057,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1952,0,2,-0.9502473433601442,-0.8252176496158388,-0.9298943792539408,0.3070392634922745,14,10,13,4,15,9,1,2,1,4,-1.3670142877160525,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1977,0,3,-0.4768570920384362,1.032558767609768,-0.9298943792539408,0.6523909834132863,2,1,6,2,1,1,1,1,0,2,0.2817201338663718,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1972,2,2,0.9140297425692852,-0.8252176496158388,-0.9298943792539408,-0.5218048643181538,721,111,925,97,18,18,1,7,6,5,-0.1304634715292342,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,2.3888463379521307
1976,0,0,0.9368370284731512,-0.8252176496158388,-0.9298943792539408,-0.3145938323655466,1032,105,779,137,105,51,0,5,8,9,-0.5426470769248403,3.569640218333433,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,2.3888463379521307
1976,4,1,-1.0299536421809723,-0.8252176496158388,-0.9298943792539408,-1.2815786481443796,1,0,5,0,3,9,1,0,0,3,-0.9548306823204462,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,10.279429296739517,-0.4186121074900376
1965,0,1,0.1509392795313966,-0.8252176496158388,-0.9298943792539408,-1.3851841641206832,577,0,64,0,0,51,2,10,1,8,1.1060873446575838,3.569640218333433,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,2.3888463379521307
1985,0,0,-0.8935072662334529,1.032558767609768,-0.9298943792539408,1.3085592512632087,64,4,68,7,5,17,4,3,1,4,1.1060873446575838,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1969,0,2,-1.030827789027462,1.032558767609768,-0.9298943792539408,-1.523324852089088,4,1,5,2,0,4,1,1,0,2,0.6939037392619779,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1973,4,2,-1.1398974751008284,1.032558767609768,-0.9298943792539408,1.3085592512632087,25,5,19,7,0,23,3,3,0,3,0.6939037392619779,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1963,2,1,-0.5414644907835341,-0.8252176496158388,-0.9298943792539408,0.2379689195080722,112,17,44,34,22,89,1,2,5,3,-0.9548306823204462,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1987,0,3,1.156804162207999,-0.8252176496158388,-0.9298943792539408,-1.0743676161917726,163,23,424,27,65,76,1,3,10,13,-1.7791978931116583,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1960,0,2,-0.9062221294551204,1.032558767609768,0.9069340242106336,1.5848406272000182,17,8,14,10,4,3,2,1,0,4,0.6939037392619779,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1970,2,2,-0.6400841486465926,1.032558767609768,0.9069340242106336,-0.0383124564287372,130,0,16,0,0,5,5,3,1,4,0.6939037392619779,-0.2801402771248674,3.523233408773057,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1957,0,0,-0.0738753958067118,-0.8252176496158388,0.9069340242106336,-1.5923951960732905,292,6,37,0,3,34,4,6,1,6,0.6939037392619779,-0.2801402771248674,3.523233408773057,-0.2801402771248674,3.815174380753199,-0.1165103456070925,-0.0972816652688282,2.3888463379521307
1973,0,2,1.086554542908286,-0.8252176496158388,-0.9298943792539408,0.7214613273974887,350,60,568,110,133,145,1,5,6,7,-1.3670142877160525,-0.2801402771248674,-0.2838301877786303,3.569640218333433,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1967,0,1,0.0767162654749125,-0.8252176496158388,0.9069340242106336,1.0322778753263993,135,9,39,4,0,7,1,2,2,5,-1.3670142877160525,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1957,3,2,2.1402229166609162e-17,2.890335184835375,0.9069340242106336,-1.557860024081189,230,42,192,49,37,53,12,7,2,8,1.51827095005319,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1957,0,0,2.1402229166609162e-17,1.032558767609768,0.9069340242106336,-0.1419179724050407,7,0,8,2,0,1,1,1,0,2,0.6939037392619779,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1973,2,1,2.1402229166609162e-17,-0.8252176496158388,-0.9298943792539408,1.3085592512632087,445,37,359,98,28,18,1,2,4,8,-1.7791978931116583,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
1972,2,0,-0.3915085726629931,1.032558767609768,-0.9298943792539408,0.6869261554053875,15,2,10,0,1,4,1,1,0,3,0.6939037392619779,-0.2801402771248674,-0.2838301877786303,-0.2801402771248674,-0.2621112169983114,-0.1165103456070925,-0.0972816652688282,-0.4186121074900376
